lng,lat,region,pass_no,wave,hand_labelled,region_finished
123.58990,46.27568,China 19,4,3,0,2026-08-31T09:49
125.12872,46.32868,China 19,4,3,0,2026-08-31T09:49
126.74523,47.28071,China 19,4,3,0,2026-08-31T09:49
125.21118,46.42318,China 19,4,3,0,2026-08-31T09:49
124.60617,48.02164,China 19,4,3,0,2026-08-31T09:49
130.52570,46.63824,China 19,4,3,0,2026-08-31T09:49
130.20132,46.98831,China 19,4,3,0,2026-08-31T09:49
124.63851,47.00044,China 19,4,3,0,2026-08-31T09:49
124.93594,46.79455,China 19,4,3,0,2026-08-31T09:49
125.08659,46.69456,China 19,4,3,0,2026-08-31T09:49
130.49786,46.97232,China 19,4,3,0,2026-08-31T09:49
124.96711,46.64929,China 19,4,3,0,2026-08-31T09:49
125.13195,46.88995,China 19,4,3,0,2026-08-31T09:49
122.58855,46.74541,China 19,4,3,0,2026-08-31T09:49
122.87026,47.25808,China 19,4,3,0,2026-08-31T09:49
126.72853,48.07716,China 19,4,3,0,2026-08-31T09:49
131.58536,46.56062,China 19,4,3,0,2026-08-31T09:49
130.34451,47.31081,China 19,4,3,0,2026-08-31T09:49
124.98139,46.71442,China 19,4,3,0,2026-08-31T09:49
124.99478,46.63788,China 19,4,3,0,2026-08-31T09:49
130.35754,47.33264,China 19,4,3,0,2026-08-31T09:49
125.05775,46.64543,China 19,4,3,0,2026-08-31T09:49
131.30508,46.59144,China 19,4,3,0,2026-08-31T09:49
125.15387,46.33605,China 19,5,3,0,2026-08-31T09:49
125.23229,46.31260,China 19,5,3,0,2026-08-31T09:49
125.22780,46.32257,China 19,5,3,0,2026-08-31T09:49
124.60365,48.06926,China 19,5,3,0,2026-08-31T09:49
125.40450,46.45507,China 19,5,3,0,2026-08-31T09:49
125.06018,46.84261,China 19,5,3,0,2026-08-31T09:49
127.13169,46.46576,China 19,5,3,0,2026-08-31T09:49
123.68539,46.28233,China 19,5,3,0,2026-08-31T09:49
124.64470,46.83955,China 19,5,3,0,2026-08-31T09:49
124.99837,46.39084,China 19,5,3,0,2026-08-31T09:49
123.60131,46.42821,China 19,5,3,0,2026-08-31T09:49
124.99756,46.76364,China 19,5,3,0,2026-08-31T09:49
125.00780,46.65180,China 19,5,3,0,2026-08-31T09:49
125.09386,46.98265,China 19,5,3,0,2026-08-31T09:49
125.04679,46.81835,China 19,5,3,0,2026-08-31T09:49
123.79696,46.92579,China 19,5,3,0,2026-08-31T09:49
124.97897,46.53053,China 19,5,3,0,2026-08-31T09:49
124.63536,48.04985,China 19,5,3,0,2026-08-31T09:49
126.81611,46.43315,China 19,5,3,0,2026-08-31T09:49
126.56162,46.81646,China 19,5,3,0,2026-08-31T09:49
125.16887,46.45049,China 19,5,3,0,2026-08-31T09:49
125.01400,46.63195,China 19,5,3,0,2026-08-31T09:49
126.78970,46.43190,China 19,5,3,0,2026-08-31T09:49
126.77614,46.42345,China 19,5,3,0,2026-08-31T09:49
124.60545,48.04814,China 19,5,3,0,2026-08-31T09:49
124.98768,46.52927,China 19,5,3,0,2026-08-31T09:49
126.82411,46.44178,China 19,5,3,0,2026-08-31T09:49
125.42049,46.44115,China 19,5,3,0,2026-08-31T09:49
123.45911,46.79688,China 19,5,3,0,2026-08-31T09:49
126.88241,46.43800,China 19,5,3,0,2026-08-31T09:49
125.00852,46.76993,China 19,5,3,0,2026-08-31T09:49
124.94645,46.54463,China 19,5,3,0,2026-08-31T09:49
124.64156,48.10887,China 19,5,3,0,2026-08-31T09:49
126.76051,48.19619,China 19,5,3,0,2026-08-31T09:49
122.19509,46.55074,China 19,5,3,0,2026-08-31T09:49
124.16581,47.37396,China 19,5,3,0,2026-08-31T09:49
124.59916,48.01832,China 19,5,3,0,2026-08-31T09:49
130.34910,47.33848,China 19,5,3,0,2026-08-31T09:49
131.19675,46.78574,China 19,5,3,0,2026-08-31T09:49
122.95964,47.24065,China 19,5,3,0,2026-08-31T09:49
130.33302,47.37243,China 19,5,3,0,2026-08-31T09:49
125.24343,46.30829,China 19,6,3,0,2026-08-31T09:49
125.24505,46.31592,China 19,6,3,0,2026-08-31T09:49
124.57877,46.98409,China 19,6,3,0,2026-08-31T09:49
125.25259,46.31296,China 19,6,3,0,2026-08-31T09:49
125.05092,46.81027,China 19,6,3,0,2026-08-31T09:49
124.64515,48.02497,China 19,6,3,0,2026-08-31T09:49
130.59712,46.77649,China 19,6,3,0,2026-08-31T09:49
126.78629,46.42417,China 19,6,3,0,2026-08-31T09:49
124.66213,48.03108,China 19,6,3,0,2026-08-31T09:49
125.54167,47.12782,China 19,6,3,0,2026-08-31T09:49
126.19807,46.47430,China 19,6,3,0,2026-08-31T09:49
125.96568,46.35473,China 19,6,3,0,2026-08-31T09:49
126.81297,46.43765,China 19,6,3,0,2026-08-31T09:49
126.78413,46.42857,China 19,6,3,0,2026-08-31T09:49
131.23457,46.84791,China 19,6,3,0,2026-08-31T09:49
124.68198,48.04231,China 19,6,3,0,2026-08-31T09:49
125.01167,46.79032,China 19,6,3,0,2026-08-31T09:49
125.33973,46.48049,China 19,6,3,0,2026-08-31T09:49
126.80911,46.43342,China 19,6,3,0,2026-08-31T09:49
125.00160,46.77936,China 19,6,3,0,2026-08-31T09:49
125.03826,46.70364,China 19,6,3,0,2026-08-31T09:49
126.49335,47.33587,China 19,6,3,0,2026-08-31T09:49
125.06539,46.74280,China 19,6,3,0,2026-08-31T09:49
126.16160,46.62575,China 19,6,3,0,2026-08-31T09:49
125.91663,46.86686,China 19,6,3,0,2026-08-31T09:49
124.64560,48.05362,China 19,6,3,0,2026-08-31T09:49
125.22699,46.30955,China 19,6,3,0,2026-08-31T09:49
124.61344,48.07896,China 19,6,3,0,2026-08-31T09:49
125.07652,46.98858,China 19,6,3,0,2026-08-31T09:49
124.18099,47.46478,China 19,6,3,0,2026-08-31T09:49
124.66303,46.83793,China 19,6,3,0,2026-08-31T09:49
126.29823,46.94816,China 19,6,3,0,2026-08-31T09:49
126.56800,46.89929,China 19,6,3,0,2026-08-31T09:49
125.24837,47.38258,China 19,6,3,0,2026-08-31T09:49
125.24190,47.39085,China 19,6,3,0,2026-08-31T09:49
124.65683,46.84027,China 19,6,3,0,2026-08-31T09:49
124.53403,47.74137,China 19,6,3,0,2026-08-31T09:49
125.00682,46.76544,China 19,6,3,0,2026-08-31T09:49
126.79312,46.43639,China 19,6,3,0,2026-08-31T09:49
125.02469,46.82922,China 19,6,3,0,2026-08-31T09:49
124.99460,46.76831,China 19,6,3,0,2026-08-31T09:49
125.10949,46.87279,China 19,6,3,0,2026-08-31T09:49
125.03188,46.65126,China 19,6,3,0,2026-08-31T09:49
126.82096,46.44663,China 19,6,3,0,2026-08-31T09:49
126.76688,46.80281,China 19,6,3,0,2026-08-31T09:49
126.72008,48.07087,China 19,6,3,0,2026-08-31T09:49
125.07033,47.57249,China 19,6,3,0,2026-08-31T09:49
124.60823,48.03916,China 19,6,3,0,2026-08-31T09:49
127.27964,46.59117,China 19,6,3,0,2026-08-31T09:49
125.14938,46.33182,China 19,6,3,0,2026-08-31T09:49
124.98939,46.39363,China 19,6,3,0,2026-08-31T09:49
124.63527,48.12208,China 19,6,3,0,2026-08-31T09:49
127.08435,46.45229,China 19,6,3,0,2026-08-31T09:49
127.13088,46.64183,China 19,6,3,0,2026-08-31T09:49
130.61419,46.95094,China 19,6,3,0,2026-08-31T09:49
125.01104,46.78098,China 19,6,3,0,2026-08-31T09:49
126.51904,46.85330,China 19,6,3,0,2026-08-31T09:49
125.17408,46.38078,China 19,6,3,0,2026-08-31T09:49
126.08785,46.62827,China 19,6,3,0,2026-08-31T09:49
124.96145,46.71019,China 19,6,3,0,2026-08-31T09:49
123.67147,46.27810,China 19,6,3,0,2026-08-31T09:49
126.77802,46.42812,China 19,6,3,0,2026-08-31T09:49
124.98588,46.73651,China 19,6,3,0,2026-08-31T09:49
125.11740,46.87126,China 19,6,3,0,2026-08-31T09:49
126.80650,46.42938,China 19,6,3,0,2026-08-31T09:49
125.12638,46.87144,China 19,6,3,0,2026-08-31T09:49
124.99289,46.63258,China 19,6,3,0,2026-08-31T09:49
126.46676,46.87944,China 19,6,3,0,2026-08-31T09:49
125.04895,46.70831,China 19,6,3,0,2026-08-31T09:49
124.98930,46.66690,China 19,6,3,0,2026-08-31T09:49
123.58891,46.28044,China 19,6,3,0,2026-08-31T09:49
132.70376,46.91842,China 19,6,3,0,2026-08-31T09:49
125.12396,46.33182,China 19,6,3,0,2026-08-31T09:49
125.48625,47.17633,China 19,6,3,0,2026-08-31T09:49
125.17202,46.44654,China 19,6,3,0,2026-08-31T09:49
124.65575,48.07869,China 19,6,3,0,2026-08-31T09:49
124.97870,46.72735,China 19,6,3,0,2026-08-31T09:49
124.90027,46.49792,China 19,6,3,0,2026-08-31T09:49
124.96208,46.48499,China 19,6,3,0,2026-08-31T09:49
124.15719,48.61992,China 19,6,3,0,2026-08-31T09:49
128.81891,47.86228,China 19,6,3,0,2026-08-31T09:49
125.02766,46.42067,China 19,6,3,0,2026-08-31T09:49
124.15297,48.61354,China 19,6,3,0,2026-08-31T09:49
125.79922,47.34216,China 19,6,3,0,2026-08-31T09:49
125.00322,46.80568,China 19,6,3,0,2026-08-31T09:49
125.00699,46.38384,China 19,6,3,0,2026-08-31T09:49
124.67749,48.10213,China 19,6,3,0,2026-08-31T09:49
124.99927,46.74613,China 19,6,3,0,2026-08-31T09:49
124.63500,47.00772,China 19,6,3,0,2026-08-31T09:49
126.54204,46.84377,China 19,6,3,0,2026-08-31T09:49
125.93136,46.49756,China 19,6,3,0,2026-08-31T09:49
123.78214,46.94295,China 19,6,3,0,2026-08-31T09:49
124.58137,48.03368,China 19,6,3,0,2026-08-31T09:49
125.01409,46.76751,China 19,6,3,0,2026-08-31T09:49
124.64336,47.00511,China 19,6,3,0,2026-08-31T09:49
124.43926,46.36219,China 19,6,3,0,2026-08-31T09:49
123.72249,47.36632,China 19,6,3,0,2026-08-31T09:49
124.57760,48.02479,China 19,6,3,0,2026-08-31T09:49
125.17228,46.88051,China 19,6,3,0,2026-08-31T09:49
125.75574,47.17363,China 19,6,3,0,2026-08-31T09:49
124.62907,48.08345,China 19,6,3,0,2026-08-31T09:49
122.18341,46.55505,China 19,6,3,0,2026-08-31T09:49
130.61536,46.77406,China 19,6,3,0,2026-08-31T09:49
126.81575,46.44277,China 19,6,3,0,2026-08-31T09:49
124.16842,47.36480,China 19,6,3,0,2026-08-31T09:49
125.18818,48.03521,China 19,6,3,0,2026-08-31T09:49
123.58900,47.10267,China 19,6,3,0,2026-08-31T09:49
125.33048,47.78673,China 19,6,3,0,2026-08-31T09:49
125.01508,46.38204,China 19,6,3,0,2026-08-31T09:49
130.34002,47.31413,China 19,6,3,0,2026-08-31T09:49
125.13653,46.89641,China 19,6,3,0,2026-08-31T09:49
125.08829,46.98571,China 19,6,3,0,2026-08-31T09:49
125.13132,46.86291,China 19,6,3,0,2026-08-31T09:49
123.77792,46.92543,China 19,6,3,0,2026-08-31T09:49
131.21606,46.53053,China 19,6,3,0,2026-08-31T09:49
124.87818,47.22574,China 19,6,3,0,2026-08-31T09:49
125.34665,46.48292,China 19,6,3,0,2026-08-31T09:49
126.37836,48.27335,China 19,6,3,0,2026-08-31T09:49
126.10662,46.35841,China 19,6,3,0,2026-08-31T09:49
126.77003,46.43585,China 19,6,3,0,2026-08-31T09:49
124.98076,46.52487,China 19,6,3,0,2026-08-31T09:49
129.90829,46.87584,China 19,6,3,0,2026-08-31T09:49
125.71577,47.15073,China 19,6,3,0,2026-08-31T09:49
125.14875,48.82465,China 19,6,3,0,2026-08-31T09:49
124.17264,47.37576,China 19,6,3,0,2026-08-31T09:49
126.36588,47.84153,China 19,6,3,0,2026-08-31T09:49
126.40944,46.77541,China 19,6,3,0,2026-08-31T09:49
126.58363,46.90010,China 19,6,3,0,2026-08-31T09:49
126.55021,46.84332,China 19,6,3,0,2026-08-31T09:49
123.54032,46.32625,China 19,6,3,0,2026-08-31T09:49
125.82069,47.60007,China 19,6,3,0,2026-08-31T09:49
124.66204,48.03422,China 19,6,3,0,2026-08-31T09:49
124.13689,48.62010,China 19,6,3,0,2026-08-31T09:49
125.14695,48.82034,China 19,6,3,0,2026-08-31T09:49
125.64049,47.13824,China 19,6,3,0,2026-08-31T09:49
124.63428,46.98840,China 19,6,3,0,2026-08-31T09:49
125.94043,46.37890,China 19,6,3,0,2026-08-31T09:49
126.19259,48.03090,China 19,6,3,0,2026-08-31T09:49
124.61434,47.98068,China 19,6,3,0,2026-08-31T09:49
125.97655,47.48239,China 19,6,3,0,2026-08-31T09:49
126.37720,46.58946,China 19,6,3,0,2026-08-31T09:49
124.12683,48.63178,China 19,6,3,0,2026-08-31T09:49
126.51796,46.44825,China 19,6,3,0,2026-08-31T09:49
124.16087,47.36920,China 19,6,3,0,2026-08-31T09:49
126.46487,48.29671,China 19,6,3,0,2026-08-31T09:49
126.39642,46.89641,China 19,6,3,0,2026-08-31T09:49
124.08371,48.67256,China 19,6,3,0,2026-08-31T09:49
124.79652,46.76553,China 19,6,3,0,2026-08-31T09:49
124.94375,46.59880,China 19,6,3,0,2026-08-31T09:49
132.58473,46.27271,China 19,6,3,0,2026-08-31T09:49
126.63528,47.75556,China 19,6,3,0,2026-08-31T09:49
125.64579,48.29886,China 19,6,3,0,2026-08-31T09:49
127.10088,48.19978,China 19,6,3,0,2026-08-31T09:49
127.28117,46.91726,China 19,6,3,0,2026-08-31T09:49
125.99873,46.42588,China 19,6,3,0,2026-08-31T09:49
125.64219,47.24451,China 19,6,3,0,2026-08-31T09:49
124.12665,48.62316,China 19,6,3,0,2026-08-31T09:49
125.10356,47.00242,China 19,6,3,0,2026-08-31T09:49
126.74011,46.80263,China 19,6,3,0,2026-08-31T09:49
126.30623,47.50817,China 19,6,3,0,2026-08-31T09:49
123.57706,47.09153,China 19,6,3,0,2026-08-31T09:49
126.10429,46.42875,China 19,6,3,0,2026-08-31T09:49
131.14348,46.55497,China 19,6,3,0,2026-08-31T09:49
123.58918,47.09800,China 19,6,3,0,2026-08-31T09:49
126.06198,47.39453,China 19,6,3,0,2026-08-31T09:49
126.80192,46.95939,China 19,6,3,0,2026-08-31T09:49
124.13446,48.64579,China 19,6,3,0,2026-08-31T09:49
126.93936,47.24999,China 19,6,3,0,2026-08-31T09:49
126.88762,47.63366,China 19,6,3,0,2026-08-31T09:49
123.77981,46.93666,China 19,6,3,0,2026-08-31T09:49
124.73849,47.19645,China 19,6,3,0,2026-08-31T09:49
123.58343,47.09898,China 19,6,3,0,2026-08-31T09:49
124.16249,47.92220,China 19,6,3,0,2026-08-31T09:49
123.60940,46.27774,China 19,6,3,0,2026-08-31T09:49
124.95390,46.68944,China 19,6,3,0,2026-08-31T09:49
125.89049,46.43432,China 19,6,3,0,2026-08-31T09:49
125.04185,46.81494,China 19,6,3,0,2026-08-31T09:49
125.64345,47.32545,China 19,6,3,0,2026-08-31T09:49
125.25053,46.30784,China 19,7,3,0,2026-08-31T09:49
125.14758,46.33748,China 19,7,3,0,2026-08-31T09:49
125.00403,46.79032,China 19,7,3,0,2026-08-31T09:49
123.69644,46.27002,China 19,7,3,0,2026-08-31T09:49
130.33886,47.36507,China 19,7,3,0,2026-08-31T09:49
124.63482,48.04518,China 19,7,3,0,2026-08-31T09:49
124.49990,47.72718,China 19,7,3,0,2026-08-31T09:49
124.08964,48.67553,China 19,7,3,0,2026-08-31T09:49
124.12799,48.64903,China 19,7,3,0,2026-08-31T09:49
124.97385,46.65126,China 19,7,3,0,2026-08-31T09:49
125.06377,46.98732,China 19,7,3,0,2026-08-31T09:49
124.97897,46.73220,China 19,7,3,0,2026-08-31T09:49
124.15809,47.45939,China 19,7,3,0,2026-08-31T09:49
131.14842,46.55092,China 19,7,3,0,2026-08-31T09:49
126.94745,47.00718,China 19,7,3,0,2026-08-31T09:49
124.13482,48.63717,China 19,7,3,0,2026-08-31T09:49
130.33796,47.36938,China 19,7,3,0,2026-08-31T09:49
124.96828,46.71370,China 19,7,3,0,2026-08-31T09:49
124.01588,47.20660,China 19,7,3,0,2026-08-31T09:49
124.57302,48.02102,China 19,7,3,0,2026-08-31T09:49
125.04850,46.74478,China 19,7,3,0,2026-08-31T09:49
124.99774,46.79212,China 19,7,3,0,2026-08-31T09:49
124.94555,46.80515,China 19,7,3,0,2026-08-31T09:49
130.34164,47.34288,China 19,7,3,0,2026-08-31T09:49
122.19482,46.55712,China 19,7,3,0,2026-08-31T09:49
124.09826,48.66646,China 19,7,3,0,2026-08-31T09:49
124.68899,48.05273,China 19,7,3,0,2026-08-31T09:49
123.59763,46.27595,China 19,7,3,0,2026-08-31T09:49
125.57491,47.41995,China 19,7,3,0,2026-08-31T09:49
125.01265,46.78583,China 19,7,3,0,2026-08-31T09:49
124.12485,48.63618,China 19,7,3,0,2026-08-31T09:49
130.32736,47.35303,China 19,7,3,0,2026-08-31T09:49
125.86102,46.39408,China 19,7,3,0,2026-08-31T09:49
124.96693,46.51212,China 19,7,3,0,2026-08-31T09:49
125.03700,46.41492,China 19,7,3,0,2026-08-31T09:49
124.98624,46.74280,China 19,7,3,0,2026-08-31T09:49
132.50182,46.92884,China 19,7,3,0,2026-08-31T09:49
126.77335,46.43127,China 19,7,3,0,2026-08-31T09:49
124.99765,46.75053,China 19,7,3,0,2026-08-31T09:49
125.13393,46.88042,China 19,7,3,0,2026-08-31T09:49
124.66177,48.02641,China 19,7,3,0,2026-08-31T09:49
126.20849,48.40307,China 19,7,3,0,2026-08-31T09:49
124.65279,46.84916,China 19,7,3,0,2026-08-31T09:49
130.33167,47.31952,China 19,7,3,0,2026-08-31T09:49
123.68629,46.27721,China 19,7,3,0,2026-08-31T09:49
124.66321,48.10106,China 19,7,3,0,2026-08-31T09:49
123.71495,46.30802,China 19,7,3,0,2026-08-31T09:49
125.94861,46.48229,China 19,7,3,0,2026-08-31T09:49
123.80128,46.92067,China 19,7,3,0,2026-08-31T09:49
125.05577,46.70660,China 19,7,3,0,2026-08-31T09:49
124.13096,48.62702,China 19,7,3,0,2026-08-31T09:49
130.33823,47.33830,China 19,7,3,0,2026-08-31T09:49
124.11506,48.64148,China 19,7,3,0,2026-08-31T09:49
126.13519,48.51042,China 19,7,3,0,2026-08-31T09:49
125.36075,47.59405,China 19,7,3,0,2026-08-31T09:49
124.93360,46.66743,China 19,7,3,0,2026-08-31T09:49
130.33131,47.34728,China 19,7,3,0,2026-08-31T09:49
124.52927,47.74676,China 19,7,3,0,2026-08-31T09:49
123.69617,46.27819,China 19,7,3,0,2026-08-31T09:49
130.35359,47.32222,China 19,7,3,0,2026-08-31T09:49
124.22079,47.37647,China 19,7,3,0,2026-08-31T09:49
123.79014,46.93531,China 19,7,3,0,2026-08-31T09:49
124.94106,46.80101,China 19,7,3,0,2026-08-31T09:49
125.15189,46.89210,China 19,7,3,0,2026-08-31T09:49
125.39659,46.44312,China 19,7,3,0,2026-08-31T09:49
124.93387,46.78871,China 19,7,3,0,2026-08-31T09:49
124.95220,46.48606,China 19,7,3,0,2026-08-31T09:49
124.94025,46.60302,China 19,7,3,0,2026-08-31T09:49
124.94636,46.54005,China 19,7,3,0,2026-08-31T09:49
124.09673,48.67032,China 19,7,3,0,2026-08-31T09:49
124.12108,48.62576,China 19,7,3,0,2026-08-31T09:49
129.91036,46.75511,China 19,7,3,0,2026-08-31T09:49
126.47520,46.89561,China 19,7,3,0,2026-08-31T09:49
124.61551,48.03305,China 19,7,3,0,2026-08-31T09:49
127.01617,47.33821,China 19,7,3,0,2026-08-31T09:49
125.04122,46.69932,China 19,7,3,0,2026-08-31T09:49
125.12000,46.86012,China 19,7,3,0,2026-08-31T09:49
125.18091,46.57886,China 19,7,3,0,2026-08-31T09:49
126.11273,47.45265,China 19,7,3,0,2026-08-31T09:49
129.71048,46.59584,China 19,7,3,0,2026-08-31T09:49
124.94259,46.65207,China 19,7,3,0,2026-08-31T09:49
130.34218,47.33309,China 19,7,3,0,2026-08-31T09:49
125.64049,47.96074,China 19,7,3,0,2026-08-31T09:49
122.07840,46.46621,China 19,7,3,0,2026-08-31T09:49
124.93639,46.59889,China 19,7,3,0,2026-08-31T09:49
124.89740,46.48355,China 19,7,3,0,2026-08-31T09:49
128.92841,46.98634,China 19,7,3,0,2026-08-31T09:49
124.60886,48.02587,China 19,7,3,0,2026-08-31T09:49
125.14282,46.89830,China 19,7,3,0,2026-08-31T09:49
130.49867,46.96388,China 19,7,3,0,2026-08-31T09:49
130.59461,46.94519,China 19,7,3,0,2026-08-31T09:49
123.59700,47.14588,China 19,7,3,0,2026-08-31T09:49
124.16141,47.38456,China 19,7,3,0,2026-08-31T09:49
130.35601,47.33731,China 19,7,3,0,2026-08-31T09:49
124.09170,48.66663,China 19,7,3,0,2026-08-31T09:49
130.35251,47.34306,China 19,7,3,0,2026-08-31T09:49
130.34820,47.36228,China 19,7,3,0,2026-08-31T09:49
130.34631,47.37198,China 19,7,3,0,2026-08-31T09:49
125.08775,47.96334,China 19,7,3,0,2026-08-31T09:49
124.11910,48.63259,China 19,7,3,0,2026-08-31T09:49
122.24647,46.25978,China 19,7,3,0,2026-08-31T09:49
125.12602,46.88519,China 19,7,3,0,2026-08-31T09:49
124.60922,48.05776,China 19,7,3,0,2026-08-31T09:49
121.36226,46.51301,China 19,7,3,0,2026-08-31T09:49
126.74092,48.64705,China 19,7,3,0,2026-08-31T09:49
128.08157,46.98238,China 19,7,3,0,2026-08-31T09:49
130.35242,47.31054,China 19,7,3,0,2026-08-31T09:49
130.07475,47.23131,China 19,7,3,0,2026-08-31T09:49
125.01220,46.83407,China 19,7,3,0,2026-08-31T09:49
129.45905,49.24416,China 19,7,3,0,2026-08-31T09:49
123.47043,47.86471,China 19,7,3,0,2026-08-31T09:49
123.48516,47.86300,China 19,7,3,0,2026-08-31T09:49
126.87100,47.00026,China 19,7,3,0,2026-08-31T09:49
128.98267,47.00403,China 19,7,3,0,2026-08-31T09:49
124.35796,49.88529,China 19,7,3,0,2026-08-31T09:49
123.19159,47.30120,China 19,7,3,0,2026-08-31T09:49
125.14551,46.68414,China 19,7,3,0,2026-08-31T09:49
131.21013,46.72798,China 19,7,3,0,2026-08-31T09:49
127.41475,47.26383,China 19,7,3,0,2026-08-31T09:49
128.70024,46.96433,China 19,7,3,0,2026-08-31T09:49
125.77577,47.26634,China 19,7,3,0,2026-08-31T09:49
124.63114,48.03719,China 19,7,3,0,2026-08-31T09:49
125.90414,47.54329,China 19,101,7,0,2026-08-31T09:49
124.09871,48.67490,China 19,101,7,0,2026-08-31T09:49
124.62377,48.03548,China 19,101,7,0,2026-08-31T09:49
126.21173,47.17561,China 19,101,7,0,2026-08-31T09:49
130.33499,47.34261,China 19,101,7,0,2026-08-31T09:49
127.11534,46.41950,China 19,101,7,0,2026-08-31T09:49
130.63126,47.05434,China 19,101,7,0,2026-08-31T09:49
124.65935,47.63420,China 19,101,7,0,2026-08-31T09:49
124.79427,46.75736,China 19,101,7,0,2026-08-31T09:49
125.24523,47.73329,China 19,101,7,0,2026-08-31T09:49
125.91923,46.62458,China 19,101,7,0,2026-08-31T09:49
124.16536,47.35869,China 19,101,7,0,2026-08-31T09:49
124.60006,47.94017,China 19,101,7,0,2026-08-31T09:49
125.84342,47.34602,China 19,101,7,0,2026-08-31T09:49
125.67902,46.80613,China 19,101,7,0,2026-08-31T09:49
126.54841,46.70319,China 19,101,7,0,2026-08-31T09:49
123.29013,46.27487,China 19,101,7,0,2026-08-31T09:49
124.57823,48.02937,China 19,101,7,0,2026-08-31T09:49
125.69852,47.46325,China 19,101,7,0,2026-08-31T09:49
124.97870,46.74155,China 19,101,7,0,2026-08-31T09:49
125.48786,46.57410,China 19,101,7,0,2026-08-31T09:49
124.95211,46.69402,China 19,101,7,0,2026-08-31T09:49
125.17408,47.21235,China 19,101,7,0,2026-08-31T09:49
124.65746,47.94780,China 19,101,7,0,2026-08-31T09:49
124.96325,46.51652,China 19,101,7,0,2026-08-31T09:49
124.99370,46.77622,China 19,101,7,0,2026-08-31T09:49
124.99918,46.66492,China 19,101,7,0,2026-08-31T09:49
124.94681,47.17453,China 19,101,7,0,2026-08-31T09:49
125.80614,47.67696,China 19,101,7,0,2026-08-31T09:49
124.78619,46.76400,China 19,101,7,0,2026-08-31T09:49
126.25098,47.45876,China 19,101,7,0,2026-08-31T09:49
124.94798,47.74847,China 19,101,7,0,2026-08-31T09:49
126.26338,46.45444,China 19,101,7,0,2026-08-31T09:49
126.06710,47.41968,China 19,101,7,0,2026-08-31T09:49
125.34889,47.92202,China 19,101,7,0,2026-08-31T09:49
126.77793,48.68523,China 19,101,7,0,2026-08-31T09:49
125.95256,47.05488,China 19,101,7,0,2026-08-31T09:49
126.42759,46.64731,China 19,101,7,0,2026-08-31T09:49
124.11730,48.63699,China 19,101,7,0,2026-08-31T09:49
126.82375,46.43684,China 19,101,7,0,2026-08-31T09:49
125.34449,46.46603,China 19,101,7,0,2026-08-31T09:49
124.96675,46.69016,China 19,101,7,0,2026-08-31T09:49
124.98229,46.66797,China 19,101,7,0,2026-08-31T09:49
125.41438,47.33713,China 19,101,7,0,2026-08-31T09:49
124.98166,46.67884,China 19,101,7,0,2026-08-31T09:49
124.57715,48.07581,China 19,101,7,0,2026-08-31T09:49
125.41609,46.45058,China 19,101,7,0,2026-08-31T09:49
125.96074,46.53682,China 19,101,7,0,2026-08-31T09:49
126.20831,49.13933,China 19,101,7,0,2026-08-31T09:49
125.88743,47.40639,China 19,101,7,0,2026-08-31T09:49
131.28909,47.04131,China 19,101,7,0,2026-08-31T09:49
125.61695,47.07949,China 19,101,7,0,2026-08-31T09:49
124.94600,46.66249,China 19,101,7,0,2026-08-31T09:49
130.34631,47.35644,China 19,101,7,0,2026-08-31T09:49
122.95300,47.24119,China 19,101,7,0,2026-08-31T09:49
125.82123,47.50610,China 19,101,7,0,2026-08-31T09:49
126.64489,47.20499,China 19,101,7,0,2026-08-31T09:49
126.84360,46.92543,China 19,101,7,0,2026-08-31T09:49
124.18360,47.37998,China 19,101,7,0,2026-08-31T09:49
124.85976,46.35814,China 19,101,7,0,2026-08-31T09:49
126.31827,46.90171,China 19,101,7,0,2026-08-31T09:49
125.99604,47.15612,China 19,101,7,0,2026-08-31T09:49
124.27343,47.52838,China 19,101,7,0,2026-08-31T09:49
124.97034,46.58398,China 19,101,7,0,2026-08-31T09:49
122.07795,46.47133,China 19,101,7,0,2026-08-31T09:49
124.77289,47.17013,China 19,101,7,0,2026-08-31T09:49
129.60394,46.74469,China 19,101,7,0,2026-08-31T09:49
130.23690,46.80254,China 19,101,7,0,2026-08-31T09:49
124.14120,48.63888,China 19,101,7,0,2026-08-31T09:49
124.89012,46.66465,China 19,101,7,0,2026-08-31T09:49
122.59655,46.74640,China 19,101,7,0,2026-08-31T09:49
124.85248,47.83938,China 19,101,7,0,2026-08-31T09:49
130.33320,47.31296,China 19,101,7,0,2026-08-31T09:49
125.86111,47.51446,China 19,101,7,0,2026-08-31T09:49
122.86721,47.25206,China 19,101,7,0,2026-08-31T09:49
130.32969,47.37845,China 19,101,7,0,2026-08-31T09:49
127.06009,47.18567,China 19,101,7,0,2026-08-31T09:49
124.56700,47.75880,China 19,101,7,0,2026-08-31T09:49
125.15638,46.33110,China 19,102,7,0,2026-08-31T09:49
124.22151,48.51168,China 19,102,7,0,2026-08-31T09:49
130.34946,47.34970,China 19,102,7,0,2026-08-31T09:49
130.33957,47.37809,China 19,102,7,0,2026-08-31T09:49
89.26465,29.32797,China 2,1,4,0,2026-09-02T02:02
92.02607,31.40021,China 2,1,4,0,2026-09-02T02:02
88.66538,29.16286,China 2,1,4,0,2026-09-02T02:02
91.81290,29.81441,China 2,1,4,0,2026-09-02T02:02
